investment_id,date_id,investment_type_id,account_id,amount_invested,investment_return
24159,64,9,22106,2331.59,232.89
24160,193,10,29273,2214.81,
24161,105,6,25528,197.88,
24162,91,8,26979,3237.45,487.2
24163,58,13,25405,5676.56,113.52
24164,132,1,20374,1276.46,997.21
24165,307,2,19561,8045.6,565.72
24166,21,1,2513,5517.09,801.38
24167,74,5,12652,7406.98,
24168,187,15,29356,6461.76,
24169,266,13,9513,2132.47,
24170,99,2,15001,3363.98,
24171,298,12,23498,2897.21,
24172,201,3,15120,1199.26,
24173,27,1,12838,2629.19,222.82
24174,68,10,14072,6931.46,318.35
24175,325,2,28504,1926.64,660.29
24176,56,5,18631,3663.5,631.25
24177,214,7,27046,4707.29,994.57
24178,83,10,4480,7343.37,191.48
24179,60,11,25398,6266.36,581.08
24180,145,12,27306,9157.27,
24181,234,15,5036,4003.48,
24182,218,4,14737,1938.15,586.81
24183,218,2,2704,9002.94,
24184,304,2,1347,1622.88,716.73
24185,224,12,10651,3617.85,141.64
24186,41,14,12125,6578.41,
24187,222,6,18791,9351.44,200.42
24188,30,1,25190,8888.03,
24189,244,15,24014,3853.5,146.32
24190,143,13,7933,8133.02,
24191,255,5,3658,5523.92,564.91
24192,356,5,15202,8730.52,
24193,5,1,5125,1127.64,
24194,212,6,6176,7334.54,
24195,214,11,16808,2583.23,581.64
24196,61,1,17392,4740.4,
24197,156,1,15280,5885.11,
24198,28,14,17544,2349.63,
24199,135,9,9507,6252.55,166.69
24200,11,10,8437,511.75,942.69
24201,157,8,27035,1442.84,982.7
24202,281,11,26586,274.87,
24203,291,5,22247,8760.93,609.69
24204,261,14,14958,1766.91,847.56
24205,169,5,2007,1598.63,
24206,159,7,12561,952.75,
24207,339,5,1708,1648.95,983.9
24208,309,8,26417,4959.53,
24209,101,5,4347,5097.85,
24210,246,4,10650,9998.06,
24211,219,9,10043,4815.04,88.81
24212,328,13,1722,450.81,377.73
24213,146,11,4408,3226.83,
24214,197,13,3932,7790.57,933.79
24215,329,11,9843,8375.45,105.77
24216,17,13,21819,3692.51,566.67
24217,305,7,9702,2194.28,
24218,215,9,20002,2329.44,473.89
24219,341,7,19507,2244.44,
24220,199,8,17001,6533.09,174.09
24221,327,15,133,9546.87,827.85
24222,121,8,13672,6005.8,
24223,22,2,336,9228.89,
24224,108,3,13867,2191.34,662.99
24225,155,9,8918,8403.41,96.04
24226,314,1,6287,9753.12,
24227,132,10,27185,1237.59,
24228,146,4,22800,491.0,
24229,91,9,12678,4837.86,704.74
24230,264,9,9058,5121.4,621.83
24231,161,9,23629,9583.0,
24232,340,9,26686,7931.39,271.48
24233,122,1,18127,8872.68,765.43
24234,127,8,10049,8584.75,398.15
24235,352,13,8333,1181.17,981.68
24236,299,7,24239,7318.82,
24237,137,1,29023,2614.38,
24238,45,5,4543,3832.76,
24239,327,3,22621,5849.26,944.74
24240,80,2,11371,7598.23,811.86
24241,39,15,12643,4709.28,47.55
24242,360,3,21705,7278.41,177.85
24243,143,2,8801,474.8,117.85
24244,316,8,15174,6898.54,
24245,214,6,22654,9782.43,
24246,202,3,25814,639.13,5.62
24247,349,9,14238,3668.32,566.01
24248,293,8,3720,2377.27,
24249,24,12,10987,8412.07,
24250,23,5,29086,593.53,
24251,130,12,27040,4833.94,
24252,327,6,28851,4753.71,
24253,362,11,742,568.15,
24254,88,5,29022,6558.99,472.5
24255,76,7,5714,4955.6,
24256,172,4,16276,3523.61,10.77
24257,338,4,16109,5829.35,
24258,31,12,7741,9737.44,188.11
24259,186,8,4824,4994.58,432.16
24260,328,4,14181,467.02,
24261,200,13,11988,2574.51,273.21
24262,269,9,28436,8471.3,457.41
24263,189,11,13271,7827.59,350.99
24264,97,2,4064,1765.52,481.63
24265,128,1,11194,8883.59,
24266,106,1,12173,4256.12,
24267,176,15,10572,6196.31,852.49
24268,150,1,6726,1742.9,303.9
24269,294,7,11415,5213.62,334.81
24270,163,1,1493,1259.41,282.39
24271,131,1,16625,6393.62,
24272,19,4,2348,4841.92,123.2
24273,311,9,9822,9154.59,
24274,284,4,27247,5547.77,717.71
24275,319,14,3354,325.14,371.86
24276,243,7,11414,5443.06,
24277,12,4,24917,4199.55,990.07
24278,226,12,12699,7094.08,239.41
24279,343,13,29965,7095.57,31.75
24280,243,13,13539,6885.96,21.54
24281,123,2,16337,3311.42,
24282,269,8,21444,1069.07,
24283,27,15,14763,6098.59,
24284,332,8,8800,9193.57,
24285,32,15,3052,7325.33,
24286,258,5,18923,7277.62,842.36
24287,311,13,20117,5165.87,34.85
24288,357,15,21669,1550.66,
24289,254,15,465,5541.18,
24290,27,9,26824,2509.65,59.25
24291,161,3,17223,9549.77,
24292,263,4,16923,9193.03,756.36
24293,257,12,18567,6357.76,
24294,334,2,17480,8234.11,
24295,83,3,15465,2226.79,535.57
24296,243,9,15396,1924.68,597.37
24297,195,14,18464,4958.77,543.5
24298,202,7,2349,9200.49,989.54
24299,109,2,4645,528.07,
24300,126,1,7219,1543.69,
24301,196,8,15128,2010.01,
24302,297,3,4138,356.93,
24303,161,6,23776,7367.05,
24304,141,13,18211,9189.25,554.14
24305,267,14,18569,474.7,
24306,41,12,10076,8479.26,402.06
24307,258,12,26552,5674.94,47.79
24308,41,15,6541,4578.12,835.52
24309,359,7,19611,5051.63,506.96
24310,9,15,18256,8435.99,
24311,335,3,29028,7428.52,546.15
24312,66,3,5368,1606.36,
24313,288,15,20061,100.92,96.21
24314,223,10,21065,9215.63,
24315,120,13,24224,706.0,781.97
24316,326,15,19767,5660.63,
24317,21,6,5076,1474.38,741.57
24318,48,5,20487,3886.23,637.98
24319,16,7,9400,158.53,
24320,156,10,8767,4641.85,
24321,345,6,26606,4340.61,
24322,76,3,12458,8429.92,
24323,54,6,3249,3506.29,839.06
24324,315,11,26095,6124.65,
24325,223,6,15955,2372.53,42.4
24326,307,8,9488,6809.05,761.98
24327,320,10,24258,6996.6,
24328,343,15,7165,2763.13,
24329,239,11,4249,9839.1,
24330,321,13,17671,986.88,34.64
24331,158,5,2666,7809.33,492.83
24332,142,15,22962,2879.96,889.87
24333,111,12,4796,1207.11,478.07
24334,306,11,4940,6500.27,307.79
24335,15,4,10108,6431.98,
24336,362,11,11651,8262.77,129.22
24337,151,15,26691,5703.05,
24338,176,9,14547,6244.81,
24339,312,3,2876,4574.93,
24340,228,5,14498,9554.44,
24341,190,8,21365,5054.84,
24342,96,7,20489,1237.85,348.18
24343,258,4,19293,2110.18,986.52
24344,342,15,4298,4236.92,146.55
24345,292,15,11147,6351.03,
24346,345,7,13025,6195.07,232.04
24347,81,4,11424,1342.17,
24348,38,12,8235,6165.98,
24349,247,4,20430,4645.08,
24350,159,12,6099,3283.12,826.81
24351,100,10,7302,9562.69,431.48
24352,63,6,11029,3240.7,
24353,161,6,20748,7273.11,286.57
24354,38,5,15864,8733.74,
24355,186,1,19455,9329.34,162.87
24356,233,4,28733,1982.45,
24357,3,5,9001,5279.53,513.64
24358,121,7,25351,960.91,300.34
24359,181,3,6635,5229.48,204.4
24360,291,9,10625,635.31,
24361,194,13,23446,898.57,
24362,167,7,10671,7487.66,488.79
24363,237,5,28068,4535.25,476.58
24364,81,8,26232,6277.71,
24365,42,1,13406,365.27,
24366,197,6,13305,985.21,
24367,331,9,9733,7289.1,
24368,123,3,10388,4423.84,418.69
24369,271,12,14333,8048.6,
24370,191,3,21177,9851.44,945.1
24371,276,14,10427,3746.95,231.18
24372,251,6,12165,9984.34,
24373,64,2,478,9453.37,590.48
24374,72,9,23516,6823.37,
24375,281,11,14350,9074.37,
24376,237,3,27185,6304.17,437.24
24377,51,8,17227,6732.31,112.7
24378,32,7,17276,161.7,734.21
24379,245,5,28738,5757.41,893.35
24380,320,9,2368,7577.63,
24381,131,11,27621,6176.94,64.05
24382,337,6,4464,6795.24,315.96
24383,175,12,6188,6275.19,
24384,18,2,861,3534.3,925.31
24385,62,5,8275,9671.83,729.55
24386,251,12,16117,8905.86,296.78
24387,244,2,5619,183.53,
24388,298,4,10357,1236.55,515.04
24389,217,10,16385,7095.51,
24390,156,15,6474,5467.08,
24391,67,15,29444,5564.11,346.86
24392,340,9,29451,5493.1,626.03
24393,168,8,21475,2570.42,240.61
24394,320,3,28694,4358.19,351.54
24395,291,2,8553,2786.13,
24396,213,4,14932,6018.43,
24397,73,8,20707,6456.52,
24398,245,5,8078,645.06,476.82
24399,338,10,13337,4334.41,181.12
24400,85,5,4711,4670.02,561.36
24401,356,1,11731,5294.18,641.78
24402,207,11,25072,5673.96,
24403,62,13,20100,4148.83,571.84
24404,129,5,29868,8177.54,
24405,264,7,15066,5801.42,
24406,257,5,28212,1892.82,
24407,89,5,1231,2244.59,316.97
24408,83,14,20110,8026.82,
24409,163,13,8482,8570.46,685.43
24410,164,13,20808,5753.6,877.55
24411,26,15,26700,9108.88,833.43
24412,346,11,29657,3801.75,834.18
24413,92,4,4089,2517.45,647.36
24414,79,13,21561,8132.73,
24415,324,12,7556,7855.34,
24416,167,11,29876,6096.84,531.29
24417,288,8,8667,1890.96,626.99
24418,129,5,19556,4178.15,
24419,32,2,25966,8679.65,889.38
24420,187,9,29128,5147.32,920.12
24421,190,15,20278,5190.01,114.14
24422,238,7,14255,7071.17,659.69
24423,2,7,6359,749.06,196.41
24424,99,7,7667,9461.35,
24425,306,1,29561,6893.6,
24426,18,12,14865,6370.99,
24427,56,8,13376,277.02,
24428,245,8,26440,1804.22,596.77
24429,56,4,29908,131.33,
24430,246,1,28093,3573.17,836.12
24431,147,5,10301,3361.55,
24432,348,5,5505,5472.12,343.17
24433,28,13,26088,9207.41,246.43
24434,252,14,1693,3189.24,
24435,43,11,29820,4249.4,
24436,180,3,5313,2418.98,541.49
24437,239,8,20465,5448.34,
24438,66,9,21269,864.85,
24439,185,8,6439,1253.79,
24440,113,4,25407,5106.07,804.23
24441,358,11,3670,4826.16,920.01
24442,181,9,5202,9068.3,
24443,262,13,22214,262.75,825.4
24444,134,13,14518,5487.52,
24445,15,9,21131,8227.06,457.67
24446,114,2,24165,1457.77,147.5
24447,13,1,27761,7684.29,
24448,91,2,5940,5761.4,631.5
24449,342,12,11853,4681.45,
24450,46,11,19866,2732.36,618.31
24451,359,4,15850,6524.09,220.32
24452,217,10,17766,8135.78,226.17
24453,300,5,24326,9843.41,
24454,173,1,12718,3101.53,33.45
24455,250,9,7363,5477.24,
24456,265,2,28243,5839.68,
24457,121,11,29713,2207.26,
24458,116,7,4988,9305.28,237.24
24459,204,2,7544,1357.9,574.68
24460,91,15,21568,7267.72,173.36
24461,270,3,29985,8107.8,
24462,21,15,24764,7885.63,
24463,244,6,2252,3534.35,905.92
24464,42,7,17262,5687.56,
24465,305,11,5407,2740.87,
24466,108,6,10145,9731.31,413.99
24467,147,14,12388,6622.68,439.14
24468,31,12,22528,1636.32,
24469,321,4,8873,8987.26,188.86
24470,306,8,16663,440.36,
24471,15,14,27592,3549.47,567.02
24472,260,3,27388,5000.83,
24473,331,7,486,8647.28,136.5
24474,329,2,20643,1200.49,
24475,140,3,25891,5301.73,199.19
24476,206,5,14062,4597.46,
24477,288,3,26266,6209.33,
24478,356,9,10524,7891.11,697.01
24479,95,7,10224,8691.13,566.95
24480,285,6,26067,1695.61,455.03
24481,237,9,27664,8710.81,368.22
24482,221,10,17923,2613.82,714.3
24483,141,13,10904,3545.04,
24484,276,10,471,7073.65,990.64
24485,130,14,14998,116.64,
24486,39,2,29562,9765.42,885.78
24487,274,12,11575,9197.08,
24488,352,9,11044,2990.4,
24489,189,13,8834,5969.8,
24490,277,3,13616,1386.57,960.75
24491,300,1,3964,2907.46,
24492,2,8,17965,2220.95,217.13
24493,330,10,20896,3983.79,
24494,176,1,13291,5650.36,519.18
24495,188,13,25693,1856.19,
24496,147,8,22236,9120.43,
24497,320,14,21408,899.52,48.33
24498,187,2,19194,7677.61,
24499,20,10,26787,7105.05,694.72
24500,159,4,17414,5252.52,207.37
24501,298,6,16503,9102.98,
24502,285,12,16196,3782.42,
24503,185,10,9844,4773.92,
24504,161,12,21808,779.4,
24505,226,4,27872,3335.85,
24506,276,7,4092,6626.98,982.11
24507,140,13,15363,4352.71,
24508,119,10,28771,9665.22,384.47
24509,320,8,11116,7807.51,228.41
24510,360,2,2937,3863.04,512.72
24511,295,2,3759,8124.0,
24512,262,4,29926,3518.48,
24513,291,5,4066,2299.09,952.33
24514,249,5,10176,319.84,334.73
24515,78,5,21761,8548.05,
24516,270,5,8707,5738.29,963.67
24517,45,14,7072,9901.59,
24518,1,14,3837,7530.03,121.96
24519,255,11,27702,7297.95,55.01
24520,17,2,26079,9440.84,53.42
24521,81,5,6925,2358.59,
24522,312,3,6193,7442.98,
24523,73,10,9771,1864.18,
24524,287,8,25313,8933.97,
24525,11,13,23235,6810.56,224.66
24526,162,5,2408,5341.13,
24527,282,2,24483,1189.93,828.71
24528,178,12,20381,4573.25,
24529,303,1,23369,8623.36,109.57
24530,342,9,11472,839.94,846.81
24531,313,4,20833,4270.1,104.26
24532,251,11,25984,8630.85,768.09
24533,101,3,4280,7687.7,
24534,161,3,17088,5065.32,950.94
24535,52,4,28240,552.96,612.65
24536,91,10,25906,1431.12,
24537,342,2,19601,7244.9,
24538,228,6,350,9335.98,
24539,230,12,20295,3257.49,140.21
24540,235,7,23060,4262.48,132.64
24541,220,5,6297,6445.57,327.86
24542,285,9,22530,6369.23,187.81
24543,255,13,6799,4286.51,
24544,53,11,9667,5426.96,936.3
24545,222,2,24077,2459.53,340.55
24546,129,1,17721,902.2,
24547,49,13,17983,221.53,
24548,363,4,408,5059.92,
24549,34,13,21763,7800.01,140.26
24550,173,8,22091,726.5,15.31
24551,60,13,13375,4166.2,
24552,262,4,3411,6803.53,652.71
24553,134,6,29781,4864.91,
24554,359,8,13302,5265.67,387.68
24555,169,11,17671,5072.98,255.98
24556,4,10,8704,9861.78,913.08
24557,231,2,5340,6777.02,361.48
24558,243,9,23916,4405.4,537.88
24559,228,9,4695,9621.69,821.54
24560,79,2,7780,8688.9,323.23
24561,41,12,16516,4720.8,
24562,144,7,12630,6882.91,265.14
24563,287,15,17208,5488.74,
24564,141,3,14164,4145.24,499.15
24565,180,1,28375,5265.8,
24566,29,9,5321,7292.83,938.63
24567,239,10,4366,9558.85,
24568,48,1,3757,9409.8,
24569,346,12,27244,2137.65,
24570,217,1,28593,1868.33,
24571,227,14,20058,3980.66,
24572,332,6,7729,797.09,964.56
24573,41,1,28304,8378.58,
24574,20,8,15563,3638.07,595.87
24575,357,13,20829,4668.77,464.11
24576,239,1,440,3261.15,
24577,42,3,3594,1416.04,
24578,339,7,29136,5761.22,
24579,7,1,12786,370.75,
24580,66,10,20861,5781.79,
24581,61,14,24184,7203.93,
24582,288,11,27658,8666.05,962.44
24583,113,9,15221,5370.6,
24584,155,1,7407,7594.68,883.04
24585,162,7,21064,3614.69,535.7
24586,294,12,27549,8801.16,856.07
24587,303,12,22082,2442.66,285.33
24588,111,11,20673,3403.39,
24589,332,1,949,7766.43,
24590,328,8,7806,407.87,
24591,175,9,4149,2398.01,
24592,215,9,28554,1948.4,20.26
24593,149,2,5827,4373.4,918.92
24594,223,1,891,6286.86,
24595,37,11,11264,9485.77,
24596,265,4,11629,5171.87,137.22
24597,153,5,15028,5363.39,
24598,155,15,1195,594.01,
24599,156,9,27446,8201.2,491.22
24600,1,9,14856,6227.92,
24601,248,4,9911,3109.93,373.2
24602,293,13,5039,3167.51,
24603,257,3,26604,6018.67,
24604,137,10,27655,1666.99,733.36
24605,300,8,19592,1359.54,
24606,32,14,10475,9759.14,210.8
24607,209,12,13640,4099.82,414.49
24608,69,15,7606,5752.06,
24609,190,6,15163,7613.44,295.76
24610,134,2,25106,7302.52,
24611,207,11,10058,6647.35,266.9
24612,242,7,16768,8136.81,163.04
24613,149,2,21386,1314.04,
24614,49,14,27073,8864.96,
24615,305,14,12859,4926.33,265.36
24616,95,15,15400,5276.11,
24617,208,9,27237,1976.07,
24618,68,3,2457,8237.42,
24619,298,3,5310,9237.11,864.6
24620,87,6,16544,5702.68,
24621,322,7,14781,9589.03,199.93
24622,206,2,6107,6980.61,634.92
24623,223,13,10746,4319.03,
24624,130,1,5514,3115.55,
24625,103,3,16298,7018.64,142.85
24626,160,15,27803,1098.14,665.47
24627,170,7,8476,1156.44,760.13
24628,123,1,7327,8444.01,840.68
24629,355,7,2498,5237.28,
24630,127,13,17896,5440.93,65.75
24631,300,4,8298,3246.74,
24632,215,6,1891,1027.08,
24633,46,12,12437,8626.32,59.57
24634,113,8,27253,746.25,
24635,334,9,25479,2574.6,
24636,44,13,12530,2805.35,
24637,232,1,8783,5275.81,
24638,294,5,23725,2367.07,748.36
24639,173,9,17303,905.78,480.16
24640,109,4,8173,1860.63,
24641,49,13,3638,6468.46,
24642,278,13,10616,1751.16,
24643,326,1,18574,9324.21,365.91
24644,303,3,8753,115.19,975.28
24645,3,13,20470,2416.74,
24646,190,8,8898,5958.49,295.28
24647,185,1,21471,8289.04,375.17
24648,341,7,1299,973.73,
24649,219,1,11699,1603.96,536.12
24650,27,5,21303,8159.4,
24651,143,15,26557,452.06,
24652,201,4,25313,6098.68,
24653,32,2,2955,6412.61,
24654,258,6,4025,4452.14,
24655,52,4,29633,3891.17,
24656,47,7,29550,2187.12,483.86
24657,40,8,3680,9161.5,
24658,53,5,20860,443.97,
24659,287,3,16463,2584.67,125.23
24660,56,12,25948,1662.31,
24661,64,14,26706,1326.98,753.49
24662,15,9,17599,869.19,
24663,182,14,26264,1882.8,724.91
24664,328,6,9729,7801.04,795.87
24665,26,9,20981,5718.99,
24666,242,8,28027,701.63,404.04
24667,31,11,23676,6183.34,
24668,32,5,2584,4143.47,871.69
24669,187,9,6434,7791.58,41.81
24670,83,7,17697,7213.26,
24671,166,4,20433,5665.0,
24672,295,8,14640,3325.94,
24673,327,12,9913,956.93,747.49
24674,275,3,24876,1946.87,
24675,206,4,17404,6078.05,
24676,64,12,27521,281.1,31.25
24677,76,6,25348,5194.46,854.51
24678,284,2,23708,784.0,
24679,52,4,28298,3672.93,339.08
24680,332,13,13777,6228.65,171.83
24681,157,14,18116,4192.29,363.15
24682,254,12,12119,3741.13,106.79
24683,126,6,17348,5412.83,
24684,177,9,17564,5422.99,946.18
24685,354,12,2673,1131.1,109.27
24686,362,3,19721,1153.61,
24687,308,11,23887,4053.72,106.5
24688,34,5,26166,8073.3,458.06
24689,156,8,28779,2131.64,
24690,239,10,17862,4701.81,
24691,358,2,13124,751.94,295.26
24692,344,6,12352,2673.65,
24693,130,1,14349,1994.73,276.31
24694,124,12,5762,7089.41,339.39
24695,351,4,8979,4649.08,
24696,36,9,4423,3857.51,391.36
24697,313,6,8188,1131.19,
24698,267,3,9873,4543.11,860.86
24699,298,1,14140,8254.17,
24700,281,12,2000,134.78,847.33
24701,173,7,2915,5380.02,
24702,219,11,18680,5813.56,
24703,105,6,16551,3780.93,929.37
24704,227,1,26653,4885.48,
24705,344,8,29858,3855.83,120.55
24706,327,5,25048,8406.96,132.56
24707,96,11,8744,1035.51,
24708,266,9,12037,3139.03,
24709,276,8,24089,1176.53,182.25
24710,30,13,11803,2416.11,224.81
24711,166,1,29286,2439.45,
24712,248,4,28211,9157.08,
24713,206,9,5760,2010.79,829.47
24714,335,8,24637,5992.25,
24715,137,15,16346,853.41,
24716,136,12,13532,1894.05,
24717,296,4,16384,7934.93,
24718,34,9,21950,9007.18,160.61
24719,264,5,21167,5929.92,
24720,158,11,23647,5200.97,
24721,249,3,9877,4753.14,
24722,153,10,12387,6213.65,
24723,148,10,1148,7302.28,920.74
24724,276,14,11413,2720.08,429.82
24725,163,12,29,9109.98,971.31
24726,167,5,5685,3211.24,
24727,48,14,1893,8495.69,253.11
24728,188,15,12943,4622.51,
24729,89,12,11913,8826.65,916.56
24730,27,15,15822,7769.39,
24731,214,13,8580,2654.47,454.3
24732,191,12,23898,9783.66,886.75
24733,263,8,20833,2140.4,85.62
24734,253,4,10672,7653.27,535.89
24735,32,14,9717,6183.73,
24736,162,15,22615,845.49,
24737,18,14,21383,7558.23,865.88
24738,329,10,6230,9145.19,
24739,329,11,17674,8456.01,695.49
24740,112,14,10401,7458.43,97.89
24741,73,6,5178,3038.99,488.15
24742,26,3,25422,685.83,240.24
24743,320,10,3338,6484.78,220.3
24744,335,14,20017,9627.73,
24745,113,3,28619,9873.62,
24746,340,9,4327,4294.4,
24747,243,2,6534,7327.79,
24748,222,13,15796,9541.08,
24749,259,5,24174,5623.37,531.05
24750,131,1,15735,3442.32,677.94
24751,190,10,24641,5317.16,154.48
24752,259,10,29033,8952.31,624.62
24753,266,5,13838,1544.15,231.36
24754,189,10,10327,2261.47,
24755,259,11,7355,3717.99,893.54
24756,261,7,25192,6933.45,
24757,281,14,18958,8658.83,142.67
24758,58,14,22859,7765.07,
24759,150,10,19297,9286.36,786.8
24760,71,11,2073,2039.31,604.76
24761,241,11,19349,4098.85,
24762,248,10,20812,5218.49,
24763,132,9,20940,367.57,
24764,158,5,27144,8302.74,530.03
24765,28,1,24845,2913.63,331.95
24766,188,5,16658,6140.84,60.22
24767,225,9,29668,1378.94,694.02
24768,195,15,28987,391.01,
24769,340,4,4495,8258.69,860.04
24770,249,4,6836,6783.21,
24771,316,14,9345,3100.03,493.04
24772,136,4,9366,5790.98,776.42
24773,5,4,23155,9454.28,
24774,355,6,28423,8507.77,67.96
24775,98,5,25752,1760.94,
24776,193,2,9794,1998.91,251.23
24777,204,1,8699,7373.8,741.05
24778,165,3,6407,1758.05,
24779,130,2,27181,7218.78,
24780,343,3,5243,337.38,
24781,243,12,22945,4118.47,
24782,216,8,15831,276.91,105.42
24783,224,14,15145,6687.55,422.77
24784,277,6,15435,927.2,230.02
24785,364,14,15363,5250.67,89.75
24786,295,7,22906,1238.04,725.9
24787,178,9,13912,5013.16,144.41
24788,301,3,16922,8173.72,917.64
24789,185,1,27492,4764.31,
24790,149,6,17034,7704.73,
24791,179,9,12925,1996.55,447.29
24792,204,3,13601,958.48,892.62
24793,198,9,27172,719.63,
24794,62,14,10084,1499.01,
24795,114,10,18767,2774.14,624.56
24796,84,9,28774,4638.83,
24797,291,13,16349,6973.04,
24798,305,10,29317,7175.54,600.66
24799,98,15,29525,2627.14,60.65
24800,56,13,19841,8947.46,201.81
24801,95,14,1242,5668.28,
24802,336,2,10919,7944.2,
24803,112,14,13717,7868.86,
24804,32,9,27970,9098.86,
24805,206,7,3457,3070.62,932.38
24806,116,8,9773,3382.69,
24807,305,9,23440,6364.57,
24808,295,4,28197,6673.55,
24809,192,2,20347,3783.91,
24810,190,5,8252,9535.57,884.77
24811,16,6,25405,2448.96,
24812,20,10,27194,2233.48,789.92
24813,197,7,676,9063.73,
24814,310,11,25931,3663.13,
24815,158,3,20173,8583.75,375.19
24816,58,11,26797,7355.81,290.41
24817,358,11,15416,6129.32,
24818,316,10,10156,3359.94,
24819,282,3,3360,5130.56,832.58
24820,80,3,20103,6718.01,
24821,195,12,12916,993.84,732.51
24822,142,6,16498,7990.63,245.99
24823,95,8,13223,3653.91,890.95
24824,279,6,1748,209.25,
24825,24,7,12176,1718.22,688.34
24826,137,15,14000,2699.71,797.1
24827,74,1,2657,7856.26,111.87
24828,33,9,6144,8008.9,587.32
24829,133,13,17295,378.33,812.68
24830,197,12,7692,3520.43,
24831,119,4,9475,717.7,
24832,225,10,15670,4677.48,88.83
24833,4,13,24334,961.0,
24834,225,9,11575,7205.92,767.52
24835,164,12,18432,8038.59,
24836,221,12,26808,7057.13,
24837,47,8,4859,1118.09,
24838,301,13,26316,7957.1,
24839,16,5,13296,6431.69,
24840,358,5,11416,2376.51,
24841,108,5,28856,7888.86,93.82
24842,106,4,13342,773.06,
24843,107,11,21708,302.63,
24844,219,6,2765,9505.15,388.16
24845,304,1,1774,7865.12,928.6
24846,184,9,6348,2829.45,
24847,59,13,28181,4197.59,833.47
24848,340,5,11475,3967.9,709.62
24849,292,6,13522,6466.69,460.57
24850,28,1,19336,300.49,
24851,321,5,4741,5086.13,52.94
24852,287,10,4047,9163.39,481.35
24853,194,9,19713,4530.06,
24854,32,9,9512,1953.18,919.74
24855,177,12,11665,4790.83,435.34
24856,326,7,27011,3426.19,
24857,109,2,524,324.52,486.86
24858,284,4,20468,577.55,461.4
24859,91,1,2848,9417.49,902.07
24860,136,13,11693,1780.75,
24861,305,2,364,7461.24,
24862,231,7,22399,6483.72,
24863,314,12,12603,7725.87,
24864,10,13,4437,7666.54,432.98
24865,271,8,12781,4217.24,397.09
24866,325,7,13609,6184.18,750.47
24867,68,11,13651,7955.17,
24868,276,3,14918,9699.16,933.69
24869,310,3,11716,290.29,
24870,3,2,7643,1351.65,
24871,80,10,325,1711.16,
24872,295,10,22604,7951.41,920.83
24873,361,6,10758,2346.92,821.43
24874,276,4,3840,6618.41,758.32
24875,64,3,27565,1166.53,
24876,61,6,5884,6028.33,581.54
24877,136,3,16183,6268.8,175.8
24878,286,9,25376,5527.02,494.33
24879,31,2,20225,9353.85,
24880,102,10,25042,5060.29,
24881,355,7,13407,6034.82,
24882,53,5,25669,2956.28,418.51
24883,126,8,26494,2983.09,
24884,270,2,21596,6882.46,844.33
24885,81,13,20670,9678.18,
24886,5,11,3047,8265.95,356.33
24887,246,14,14657,5004.74,407.7
24888,202,6,14076,1430.92,
24889,310,8,21498,173.81,
24890,304,15,12111,691.64,387.2
24891,42,9,25499,6572.57,
24892,15,3,16098,2345.15,19.57
24893,102,9,4066,8419.98,
24894,359,12,20722,5207.55,
24895,302,9,879,4765.1,
24896,342,4,24468,9205.15,
24897,257,3,21539,720.31,
24898,224,13,10252,2724.9,403.41
24899,236,2,29738,6758.42,453.44
24900,119,2,11499,5398.2,
24901,250,6,2721,1715.86,
24902,147,13,20133,3590.15,647.22
24903,168,10,5596,4460.75,924.35
24904,95,1,10269,4636.22,
24905,283,9,11369,9654.22,927.19
24906,329,1,25993,9697.75,
24907,119,13,13332,4197.16,
24908,333,12,24829,5187.07,147.23
24909,170,10,17613,2610.19,
24910,309,7,27268,7684.02,113.26
24911,116,15,16028,8512.21,
24912,117,3,4243,9634.38,281.12
24913,96,8,23601,9234.88,
24914,13,15,25947,4591.53,305.18
24915,51,11,12565,8725.34,202.5
24916,333,7,3866,4875.36,774.54
24917,71,6,22447,7316.16,172.64
24918,255,2,27993,9269.71,723.7
24919,126,14,23340,5531.14,
24920,290,3,20345,2539.88,
24921,114,3,21786,6831.46,
24922,262,9,1891,5479.48,
24923,271,14,24915,2351.23,237.58
24924,47,10,12547,526.48,
24925,259,4,13317,3881.77,
24926,175,7,6666,2443.12,609.11
24927,307,4,740,8906.1,
24928,219,4,11597,2671.88,
24929,359,4,24785,5048.52,306.96
24930,22,9,17628,7212.01,815.46
24931,131,13,1093,3336.09,644.66
24932,76,6,13947,6510.19,
24933,28,10,26730,6515.48,
24934,159,14,149,805.32,292.41
24935,358,1,7309,7648.53,49.86
24936,68,2,16364,4483.91,395.99
24937,223,3,22113,4710.3,583.62
24938,26,1,6575,442.08,580.44
24939,246,1,23836,5301.28,
24940,242,14,3721,3020.41,976.09
24941,269,1,25058,8303.71,245.81
24942,281,5,29413,5284.02,
24943,155,3,13451,7806.45,328.96
24944,301,5,25536,7734.13,
24945,230,7,13919,1268.8,
24946,161,7,21089,7766.14,
24947,12,5,2774,6500.8,774.01
24948,268,11,11380,4749.3,669.79
24949,297,11,8467,236.64,
24950,196,5,9080,4317.52,
24951,140,14,1859,8062.83,977.64
24952,190,7,21117,217.0,344.99
24953,6,10,3133,5642.12,266.13
24954,73,15,9723,6879.96,
24955,170,14,8573,2783.99,648.56
24956,85,5,27662,4193.4,266.8
24957,287,14,13932,936.52,737.23
24958,77,4,9237,9993.01,
24959,251,3,4115,3345.19,
24960,137,5,16255,9465.89,837.72
