loan_id,loan_type,loan_amount,interest_rate
22832,Personal,49697.95,4.25
22833,Auto,27596.21,3.34
22834,Mortgage,35580.21,3.81
22835,Mortgage,28430.18,4.46
22836,Auto,8315.78,3.48
22837,Personal,27661.57,3.11
22838,Mortgage,9406.89,3.92
22839,Auto,26026.57,4.58
22840,Student,31322.41,3.74
22841,Auto,47746.06,4.64
22842,Personal,40295.24,2.09
22843,Auto,32398.98,4.75
22844,Student,39964.16,3.72
22845,Auto,43102.26,4.52
22846,Auto,19403.99,1.82
22847,Personal,46934.86,2.1
22848,Personal,44184.22,2.63
22849,Auto,13283.69,4.14
22850,Mortgage,30772.42,5.57
22851,Student,26423.01,3.33
22852,Auto,43965.09,2.76
22853,Personal,44098.74,2.05
22854,Auto,36183.39,1.86
22855,Mortgage,8066.97,3.36
22856,Mortgage,12771.09,3.72
22857,Auto,18847.74,1.59
22858,Auto,38544.9,1.39
22859,Personal,13739.76,3.49
22860,Mortgage,20192.75,3.35
22861,Auto,42251.99,3.73
22862,Auto,5196.62,4.6
22863,Auto,39885.85,1.62
22864,Mortgage,41296.96,5.06
22865,Personal,26905.8,2.33
22866,Personal,43433.23,4.05
22867,Student,16126.32,1.32
22868,Auto,37158.31,4.46
22869,Auto,49356.05,2.02
22870,Mortgage,47066.7,5.59
22871,Student,38290.93,3.46
22872,Personal,3779.65,2.3
22873,Auto,11567.8,3.36
22874,Student,5982.99,4.17
22875,Mortgage,12000.07,3.65
22876,Student,46756.95,2.87
22877,Student,12866.9,4.97
22878,Mortgage,4866.07,4.56
22879,Auto,35126.73,1.39
22880,Student,20016.0,4.42
22881,Auto,39408.75,2.13
22882,Mortgage,19980.36,3.29
22883,Personal,12836.42,1.04
22884,Personal,25126.31,4.02
22885,Personal,16515.85,4.87
22886,Mortgage,49394.46,5.63
22887,Auto,30437.65,1.65
22888,Student,26529.44,3.99
22889,Mortgage,12468.17,3.32
22890,Mortgage,12507.08,5.0
22891,Personal,17138.47,2.51
22892,Auto,44174.67,4.82
22893,Mortgage,48051.41,5.63
22894,Auto,13315.65,2.59
22895,Personal,36019.09,3.26
22896,Personal,10074.87,4.05
22897,Personal,3899.37,2.52
22898,Student,29512.43,3.15
22899,Personal,20195.29,3.73
22900,Personal,13096.05,3.09
22901,Student,12795.91,1.44
22902,Personal,4596.55,1.25
22903,Personal,17273.99,3.61
22904,Auto,29494.71,1.2
22905,Personal,7245.22,3.49
22906,Student,34795.2,1.03
22907,Student,19860.06,2.09
22908,Personal,35192.18,4.89
22909,Student,11610.61,2.22
22910,Personal,36038.91,1.49
22911,Personal,37219.56,3.54
22912,Mortgage,7980.55,4.35
22913,Auto,18255.38,2.63
22914,Mortgage,20205.65,4.05
22915,Personal,40434.87,4.44
22916,Student,1850.14,4.78
22917,Auto,25071.36,4.06
22918,Auto,6792.71,1.58
22919,Student,37236.69,4.68
22920,Personal,12963.48,1.86
22921,Mortgage,1814.14,5.76
22922,Personal,28716.58,1.48
22923,Student,33926.24,2.2
22924,Mortgage,5062.13,5.54
22925,Auto,32481.93,2.52
22926,Mortgage,40191.83,5.19
22927,Mortgage,45115.12,5.5
22928,Auto,25533.84,2.57
22929,Student,6646.89,1.05
22930,Mortgage,35052.58,4.63
22931,Auto,36087.18,1.8
22932,Auto,22481.98,3.2
22933,Auto,3799.11,2.97
22934,Student,44133.08,1.9
22935,Mortgage,26882.31,3.93
22936,Auto,25423.06,1.78
22937,Mortgage,44870.63,5.96
22938,Auto,2821.74,2.63
22939,Auto,2860.8,3.84
22940,Personal,49349.32,1.73
22941,Personal,39179.32,4.88
22942,Auto,1331.31,4.41
22943,Student,10060.03,2.4
22944,Auto,25024.78,1.1
22945,Student,46886.38,2.83
22946,Personal,34104.72,3.7
22947,Personal,23144.73,3.36
22948,Auto,19200.16,2.09
22949,Auto,41298.94,1.49
22950,Auto,47816.59,1.97
22951,Auto,6845.4,2.53
22952,Student,45087.92,4.96
22953,Mortgage,41774.41,5.52
22954,Personal,17005.42,2.31
22955,Student,30188.65,3.35
22956,Mortgage,48599.25,3.13
22957,Auto,30870.27,1.46
22958,Student,6555.7,1.17
22959,Personal,44773.02,1.86
22960,Mortgage,41569.15,4.83
22961,Personal,16987.51,4.74
22962,Student,17253.29,1.49
22963,Auto,9700.09,3.28
22964,Student,2331.89,2.47
22965,Student,33758.88,2.84
22966,Student,47821.09,3.73
22967,Personal,25226.47,4.81
22968,Personal,42447.03,1.38
22969,Student,4736.08,3.51
22970,Auto,30900.18,3.64
22971,Student,20272.14,3.92
22972,Mortgage,32886.13,5.94
22973,Auto,37333.65,1.38
22974,Auto,47269.65,2.37
22975,Personal,15161.65,4.75
22976,Personal,46416.63,1.25
22977,Student,32005.02,2.02
22978,Student,46236.37,2.71
22979,Auto,17321.46,4.73
22980,Auto,15877.57,2.23
22981,Personal,27758.13,1.06
22982,Auto,16206.57,3.63
22983,Mortgage,8115.62,5.37
22984,Auto,4423.96,1.84
22985,Auto,23573.49,1.98
22986,Student,34129.08,4.79
22987,Personal,38693.05,2.88
22988,Personal,18141.46,3.72
22989,Student,38720.76,3.51
22990,Mortgage,2300.63,5.17
22991,Mortgage,43720.38,4.31
22992,Auto,18854.04,3.54
22993,Mortgage,15587.73,5.5
22994,Student,21544.99,2.33
22995,Auto,23130.47,1.56
22996,Auto,17632.49,4.08
22997,Personal,36571.36,4.72
22998,Mortgage,48483.5,5.71
22999,Personal,48417.08,2.76
23000,Auto,27872.18,3.52
23001,Mortgage,9186.2,4.77
23002,Auto,40164.61,3.88
23003,Personal,26135.65,1.57
23004,Auto,1108.03,4.81
23005,Personal,9801.54,2.72
23006,Personal,12976.51,3.07
23007,Personal,25930.01,2.02
23008,Student,8237.09,4.74
23009,Mortgage,7284.11,3.77
23010,Mortgage,35527.24,4.55
23011,Mortgage,29828.98,4.52
23012,Personal,34641.73,3.97
23013,Personal,43627.35,3.93
23014,Mortgage,37472.2,5.31
23015,Mortgage,8768.6,5.93
23016,Student,18977.23,2.23
23017,Personal,19178.5,1.72
23018,Personal,38155.96,2.12
23019,Personal,40476.33,4.35
23020,Mortgage,28002.81,3.42
23021,Mortgage,34020.68,4.87
23022,Student,48335.38,3.83
23023,Mortgage,49807.22,4.0
23024,Personal,36282.96,2.03
23025,Auto,4445.36,2.57
23026,Personal,28163.11,1.97
23027,Mortgage,10228.92,4.05
23028,Mortgage,12942.66,5.46
23029,Student,13012.83,1.98
23030,Student,25325.48,1.17
23031,Student,38761.9,4.75
23032,Auto,27788.76,2.64
23033,Personal,11323.47,3.82
23034,Mortgage,45362.7,5.09
23035,Personal,47884.22,4.83
23036,Auto,10867.6,3.53
23037,Auto,21621.14,4.1
23038,Mortgage,33674.53,5.59
23039,Student,16950.44,3.1
23040,Student,25484.8,1.87
23041,Auto,23925.58,2.64
23042,Mortgage,4908.83,3.44
23043,Mortgage,36169.45,4.12
23044,Auto,23258.66,1.0
23045,Student,34226.25,2.51
23046,Mortgage,9114.11,5.23
23047,Auto,42583.74,4.82
23048,Personal,46134.38,1.74
23049,Mortgage,1120.04,4.78
23050,Student,28400.57,1.0
23051,Mortgage,44128.31,4.25
23052,Student,37606.52,2.06
23053,Student,49937.16,4.23
23054,Student,43022.42,1.84
23055,Personal,12422.79,3.6
23056,Personal,29571.04,2.21
23057,Auto,34560.74,4.89
23058,Auto,24918.76,1.95
23059,Student,49525.02,4.96
23060,Personal,11345.15,4.63
23061,Auto,11233.06,4.52
23062,Mortgage,14420.85,5.02
23063,Mortgage,45678.49,3.66
23064,Auto,45519.91,3.99
23065,Personal,21196.15,4.14
23066,Student,2439.41,3.47
23067,Student,7207.32,1.94
23068,Personal,23798.94,4.46
23069,Auto,30421.56,1.12
23070,Mortgage,35571.79,5.63
23071,Personal,5105.0,4.97
23072,Student,17259.45,3.56
23073,Student,26768.63,4.69
23074,Student,49391.97,4.22
23075,Mortgage,5965.91,5.46
23076,Mortgage,33150.47,3.75
23077,Mortgage,38253.56,5.16
23078,Auto,6286.7,2.28
23079,Student,16306.02,4.63
23080,Mortgage,11294.61,5.79
23081,Student,21859.18,3.86
23082,Mortgage,41188.78,4.67
23083,Mortgage,3573.14,3.58
23084,Personal,29787.57,4.47
23085,Mortgage,8565.88,4.82
23086,Personal,38813.19,3.02
23087,Mortgage,38740.07,4.16
23088,Mortgage,29711.89,3.78
23089,Auto,30173.64,3.34
23090,Personal,24623.71,3.9
23091,Auto,49176.56,4.59
23092,Personal,35690.93,3.61
23093,Auto,14018.34,1.39
23094,Student,7963.16,2.68
23095,Student,33131.64,3.69
23096,Mortgage,5944.48,5.38
23097,Mortgage,7729.82,5.07
23098,Mortgage,38450.92,5.92
23099,Personal,43697.98,3.96
23100,Auto,26637.71,2.61
23101,Personal,25283.98,1.88
23102,Auto,37662.8,3.01
23103,Mortgage,21651.66,4.38
23104,Personal,21228.83,2.87
23105,Student,21891.47,3.05
23106,Student,36065.73,2.62
23107,Mortgage,23639.16,4.82
23108,Mortgage,24013.24,5.46
23109,Auto,21772.67,3.81
23110,Auto,26035.95,3.82
23111,Student,43008.19,1.59
23112,Personal,6316.5,3.31
23113,Mortgage,47269.54,4.75
23114,Mortgage,46397.4,3.62
23115,Auto,27343.42,1.68
23116,Student,8721.58,1.18
23117,Auto,35265.76,1.6
23118,Personal,36203.59,2.79
23119,Personal,43692.76,2.68
23120,Personal,29593.73,2.51
23121,Student,10733.81,3.37
23122,Student,47900.79,1.98
23123,Mortgage,9028.59,3.28
23124,Auto,11470.87,4.27
23125,Personal,28343.95,4.27
23126,Mortgage,37736.33,4.3
23127,Mortgage,12940.01,5.45
23128,Personal,38544.2,2.27
23129,Personal,33475.36,4.93
23130,Mortgage,47861.4,3.85
23131,Student,45421.22,1.88
23132,Auto,33671.26,1.25
23133,Auto,4212.6,1.79
23134,Auto,13621.46,2.4
23135,Student,14681.91,3.54
23136,Mortgage,17207.02,4.55
23137,Student,3741.62,4.0
23138,Mortgage,19321.35,3.72
23139,Mortgage,10527.07,3.69
23140,Auto,30025.2,4.46
23141,Student,14396.23,4.23
23142,Mortgage,36183.78,4.96
23143,Personal,1416.9,2.83
23144,Auto,3340.3,4.49
23145,Auto,47407.08,4.81
23146,Student,26045.4,1.11
23147,Auto,19455.91,2.19
23148,Mortgage,10840.12,5.38
23149,Mortgage,49405.25,5.72
23150,Mortgage,22398.64,3.28
23151,Auto,27552.66,4.73
23152,Personal,34917.2,1.63
23153,Personal,4834.03,1.74
23154,Student,36627.33,1.83
23155,Mortgage,47287.4,4.03
23156,Personal,45255.83,2.54
23157,Auto,44197.85,1.25
23158,Student,3796.35,3.2
23159,Auto,4309.85,2.25
23160,Auto,31350.15,1.09
23161,Student,46389.28,2.85
23162,Student,6032.74,3.25
23163,Auto,43798.38,3.49
23164,Personal,6944.96,2.98
23165,Auto,3893.98,1.08
23166,Auto,22675.85,3.97
23167,Auto,5388.8,2.51
23168,Personal,17594.65,4.43
23169,Student,29209.16,2.42
23170,Mortgage,1528.67,4.39
23171,Auto,21325.35,4.61
23172,Auto,37174.36,1.38
23173,Student,30125.58,3.4
23174,Auto,34399.55,2.81
23175,Mortgage,44048.33,4.38
23176,Auto,3866.3,4.43
23177,Auto,41934.45,1.39
23178,Student,10673.38,1.05
23179,Mortgage,6038.84,3.42
23180,Mortgage,23101.77,3.29
23181,Auto,49903.2,1.29
23182,Mortgage,35656.78,3.77
23183,Personal,49740.66,2.07
23184,Personal,3107.11,1.85
23185,Auto,33175.4,3.94
23186,Personal,27893.49,3.36
23187,Personal,16268.17,2.74
23188,Personal,6718.55,1.05
23189,Mortgage,44391.51,3.42
23190,Auto,46501.79,4.06
23191,Auto,18939.82,2.86
23192,Personal,47553.74,4.94
23193,Auto,39117.26,1.76
23194,Auto,4794.92,2.99
23195,Auto,5446.76,2.97
23196,Auto,4670.54,3.84
23197,Mortgage,5825.74,3.62
23198,Mortgage,45917.51,3.22
23199,Auto,28974.32,1.8
23200,Personal,44421.09,4.34
23201,Mortgage,2644.75,6.0
23202,Auto,11039.74,4.13
23203,Personal,7097.11,1.72
23204,Personal,41780.88,1.13
23205,Student,18224.97,4.79
23206,Personal,38792.8,2.34
23207,Auto,12031.76,3.66
23208,Personal,1373.0,4.76
23209,Mortgage,44473.19,5.67
23210,Personal,21003.84,2.88
23211,Auto,1880.3,1.06
23212,Personal,16190.49,2.9
23213,Student,12808.38,3.5
23214,Personal,14946.88,4.3
23215,Mortgage,14025.25,5.52
23216,Student,19368.03,3.0
23217,Auto,30321.29,4.82
23218,Auto,34035.58,3.31
23219,Student,49558.79,2.95
23220,Auto,49487.76,1.14
23221,Student,11895.04,3.24
23222,Personal,22173.04,1.94
23223,Auto,29300.99,4.38
23224,Mortgage,47691.08,5.89
23225,Auto,43906.74,3.2
23226,Student,37363.77,2.88
23227,Mortgage,27405.07,5.78
23228,Auto,3450.67,4.8
23229,Personal,32687.46,1.28
23230,Mortgage,38497.26,4.93
23231,Personal,46087.75,2.84
23232,Auto,40403.13,3.23
23233,Student,22241.93,4.42
23234,Mortgage,6800.7,4.64
23235,Student,15158.46,3.39
23236,Student,43516.54,2.58
23237,Mortgage,36185.27,3.14
23238,Auto,1859.81,4.73
23239,Personal,7895.28,1.54
23240,Personal,43181.69,2.14
23241,Auto,36271.58,4.32
23242,Student,30160.03,4.79
23243,Mortgage,18200.53,4.01
23244,Auto,12465.27,1.38
23245,Auto,22754.08,2.22
23246,Student,20728.58,1.81
23247,Mortgage,31691.85,5.05
23248,Mortgage,45400.1,4.14
23249,Personal,19990.58,4.4
23250,Mortgage,48793.04,3.84
23251,Auto,34469.38,1.59
23252,Personal,29412.76,3.57
23253,Student,49002.59,2.52
23254,Student,43262.74,3.44
23255,Mortgage,31253.14,3.56
23256,Student,34722.54,3.12
23257,Personal,26809.46,3.59
23258,Personal,38034.6,4.25
23259,Personal,11890.51,4.51
23260,Personal,31153.39,1.21
23261,Auto,10355.79,3.91
23262,Personal,9556.92,1.52
23263,Auto,17350.99,3.52
23264,Student,29167.98,1.67
23265,Personal,23014.1,4.31
23266,Personal,25488.82,1.64
23267,Auto,35634.34,3.96
23268,Mortgage,7331.05,4.12
23269,Student,36543.74,3.95
23270,Student,41765.65,4.4
23271,Auto,30045.39,4.52
23272,Personal,27955.94,2.72
23273,Mortgage,5692.9,4.63
23274,Auto,33994.1,1.36
23275,Auto,37046.87,3.88
23276,Mortgage,46246.41,5.6
23277,Auto,26825.7,3.65
23278,Personal,16246.11,4.7
23279,Student,30119.35,2.47
23280,Student,30620.33,3.18
23281,Personal,24817.24,3.29
23282,Auto,43772.55,4.67
23283,Student,10864.8,3.28
23284,Mortgage,41345.0,3.14
23285,Mortgage,38902.81,4.49
23286,Auto,28465.9,2.28
23287,Student,39803.38,2.46
23288,Auto,26459.66,2.71
23289,Student,40486.91,2.91
23290,Personal,1583.69,3.69
23291,Auto,32137.5,1.42
23292,Mortgage,23510.71,4.01
23293,Auto,6136.75,1.09
23294,Auto,32196.55,3.27
23295,Personal,9720.9,3.35
23296,Personal,17299.14,3.42
23297,Personal,26527.2,3.84
23298,Student,31956.5,4.67
23299,Mortgage,39090.59,5.27
23300,Personal,16193.25,3.82
23301,Student,37685.57,2.22
23302,Auto,25020.8,1.13
23303,Student,40969.09,1.89
23304,Student,43943.05,4.53
23305,Personal,5644.36,1.5
23306,Personal,47948.85,2.26
23307,Personal,27922.87,4.91
23308,Auto,15041.58,4.17
23309,Mortgage,19461.34,4.07
23310,Student,4423.42,3.34
23311,Personal,28401.91,4.62
23312,Personal,3966.66,3.66
23313,Auto,22329.31,2.23
23314,Student,6836.48,3.87
23315,Student,21109.86,2.67
23316,Mortgage,24238.44,3.63
23317,Personal,43313.87,1.6
23318,Student,45017.38,2.34
23319,Auto,32336.34,3.36
23320,Student,34952.55,3.71
23321,Student,19423.13,2.64
23322,Mortgage,17679.06,4.02
23323,Student,8155.37,3.09
23324,Personal,25603.69,4.07
23325,Student,24783.71,3.62
23326,Auto,5134.01,2.33
23327,Auto,20386.4,3.93
23328,Mortgage,7366.85,5.06
23329,Personal,37438.73,4.53
23330,Personal,32733.99,3.25
23331,Mortgage,41225.93,4.54
23332,Mortgage,4519.0,4.26
23333,Mortgage,31921.82,4.97
23334,Personal,38303.8,4.47
23335,Personal,46000.0,3.95
23336,Mortgage,42755.97,5.78
23337,Auto,21383.69,3.72
23338,Student,44878.57,2.17
23339,Personal,45530.39,4.65
23340,Personal,29220.11,4.66
23341,Mortgage,17926.82,5.63
23342,Personal,35836.41,4.56
23343,Personal,34965.38,2.41
23344,Personal,11923.11,1.28
23345,Mortgage,15151.32,3.13
23346,Auto,24300.25,2.48
23347,Personal,3577.93,3.19
23348,Student,14184.03,3.6
23349,Personal,11339.07,3.31
23350,Personal,27148.97,3.98
23351,Personal,29892.38,4.15
23352,Student,29836.98,4.64
23353,Student,9138.87,1.68
23354,Personal,46203.69,3.56
23355,Student,9273.66,2.2
23356,Student,49194.95,4.85
23357,Mortgage,36331.3,4.68
23358,Mortgage,20018.06,4.3
23359,Mortgage,33903.58,4.58
23360,Student,29585.67,1.93
23361,Student,17509.15,1.01
23362,Auto,34181.11,3.59
23363,Student,49310.26,1.83
23364,Mortgage,31149.14,5.4
23365,Personal,33982.15,1.9
23366,Personal,8540.48,2.45
23367,Personal,4289.86,1.26
23368,Mortgage,3505.16,4.94
23369,Personal,1810.14,2.92
23370,Auto,12083.78,3.62
23371,Auto,28939.64,4.27
23372,Student,25035.28,2.41
23373,Auto,18341.03,3.0
23374,Student,17941.87,1.31
23375,Personal,24976.73,4.77
23376,Auto,42734.96,1.97
23377,Student,11685.16,2.04
23378,Auto,48754.98,1.8
23379,Student,20327.4,4.54
23380,Personal,32678.06,2.87
23381,Auto,8274.91,1.91
23382,Student,6265.23,1.18
23383,Auto,1288.81,3.91
23384,Mortgage,13059.05,5.87
23385,Auto,3665.65,3.46
23386,Student,47305.73,3.5
23387,Student,1824.68,4.77
23388,Personal,8326.68,3.42
23389,Mortgage,31012.57,3.0
23390,Auto,46136.4,4.75
23391,Personal,23886.19,1.61
23392,Mortgage,46460.16,5.89
23393,Personal,39194.87,4.52
23394,Auto,47749.62,2.14
23395,Auto,36245.18,3.55
23396,Student,47237.3,3.83
23397,Auto,29361.21,2.71
23398,Mortgage,23648.62,3.68
23399,Personal,24604.08,4.16
23400,Mortgage,33005.85,4.11
23401,Student,3754.59,2.78
23402,Auto,17058.71,3.23
23403,Auto,11809.42,3.18
23404,Personal,42878.85,3.09
23405,Personal,21598.34,3.02
23406,Auto,47295.46,4.05
23407,Auto,11966.41,2.74
23408,Personal,6321.97,2.15
23409,Personal,12444.83,1.92
23410,Mortgage,5200.13,4.47
23411,Personal,28250.85,1.53
23412,Auto,28905.4,3.34
23413,Auto,20598.45,3.26
23414,Auto,34473.87,2.69
23415,Auto,42501.31,2.58
23416,Personal,39272.42,3.59
23417,Auto,33103.29,4.38
23418,Student,17543.07,2.0
23419,Mortgage,15783.59,3.41
23420,Personal,22791.44,1.39
23421,Personal,25775.42,3.19
23422,Student,38566.5,2.69
23423,Personal,35112.14,2.23
23424,Auto,21823.44,2.5
23425,Student,36103.04,4.53
23426,Student,46637.91,4.82
23427,Personal,9570.67,4.87
23428,Student,40240.53,1.6
23429,Auto,22314.0,3.89
23430,Personal,23238.43,3.61
23431,Personal,37714.4,2.03
23432,Auto,41220.55,3.03
23433,Auto,13204.96,3.28
23434,Auto,16937.03,1.2
23435,Student,46786.49,2.13
23436,Student,10756.09,4.15
23437,Auto,48385.63,4.98
23438,Personal,15681.14,2.34
23439,Auto,25392.54,2.66
23440,Personal,32390.71,4.42
23441,Auto,39880.14,1.24
23442,Student,11208.44,2.47
23443,Student,1736.66,1.23
23444,Mortgage,37646.42,3.35
23445,Personal,46831.63,4.97
23446,Personal,11958.61,3.19
23447,Mortgage,18982.95,5.52
23448,Personal,25408.67,2.08
23449,Student,36374.92,2.38
23450,Personal,45523.5,4.92
23451,Auto,7372.66,4.03
23452,Mortgage,36155.17,5.4
23453,Personal,46646.57,3.05
23454,Personal,10864.61,3.06
23455,Personal,37817.52,3.91
23456,Mortgage,43843.93,5.09
23457,Student,34337.66,4.18
23458,Student,37912.71,2.99
23459,Auto,48027.81,2.66
23460,Mortgage,29441.04,5.85
23461,Auto,27989.48,3.99
23462,Personal,1915.85,3.26
23463,Mortgage,43300.86,3.8
23464,Mortgage,26203.71,4.58
23465,Student,37172.98,4.25
23466,Auto,38140.54,4.37
23467,Personal,41586.63,1.93
23468,Personal,42826.43,4.43
23469,Student,48134.01,4.45
23470,Student,34399.73,3.6
23471,Student,41424.14,1.46
23472,Student,48986.66,4.99
23473,Auto,9189.99,4.13
23474,Auto,32547.69,3.65
23475,Student,25548.49,4.94
23476,Mortgage,35033.82,3.6
23477,Auto,38069.88,3.99
23478,Auto,45599.15,1.52
23479,Auto,49008.22,1.45
23480,Mortgage,45784.16,3.73
23481,Personal,1670.82,3.11
23482,Student,19739.32,4.35
23483,Auto,40461.66,2.73
23484,Student,31891.03,3.42
23485,Auto,16972.32,2.5
23486,Personal,41613.21,4.76
23487,Mortgage,39253.12,5.29
23488,Auto,6779.04,4.59
23489,Mortgage,23974.28,3.24
23490,Student,30500.72,1.24
23491,Personal,26848.69,1.99
23492,Student,33080.85,1.23
23493,Auto,27490.76,2.7
23494,Auto,48570.41,4.84
23495,Auto,48325.79,2.4
23496,Auto,32375.97,4.4
23497,Personal,49631.15,4.9
23498,Personal,21593.63,1.17
23499,Auto,39373.68,1.23
23500,Mortgage,46288.23,3.88
23501,Personal,10529.27,2.82
23502,Mortgage,48903.2,4.7
23503,Personal,49043.49,4.06
23504,Auto,32445.74,4.54
23505,Student,35352.59,2.08
23506,Personal,40244.2,3.21
23507,Mortgage,14897.95,3.19
23508,Student,9321.99,2.06
23509,Personal,11339.71,4.04
23510,Auto,32237.42,1.21
23511,Personal,2323.39,2.87
23512,Auto,32627.02,3.25
23513,Student,46445.38,1.82
23514,Mortgage,12409.75,3.03
23515,Mortgage,20216.47,4.17
23516,Mortgage,16733.23,4.32
23517,Student,22910.81,2.87
23518,Mortgage,35150.72,5.3
23519,Student,21875.78,3.3
23520,Mortgage,15096.67,4.86
23521,Mortgage,29701.92,5.56
23522,Personal,4203.27,1.57
23523,Personal,29362.52,2.13
23524,Personal,9613.49,1.94
23525,Personal,8023.15,4.21
23526,Mortgage,25682.73,3.45
23527,Mortgage,17603.2,4.16
23528,Mortgage,33710.62,5.77
23529,Personal,27899.34,4.97
23530,Personal,33902.67,3.74
23531,Student,40329.71,3.79
23532,Mortgage,43682.2,5.2
23533,Student,30827.28,1.31
23534,Personal,19965.64,3.89
23535,Student,44038.28,2.61
23536,Personal,41161.71,2.53
23537,Personal,4595.0,3.96
23538,Auto,26885.8,3.58
23539,Student,21521.9,3.8
23540,Student,28456.75,1.39
23541,Auto,18409.59,2.19
23542,Mortgage,48487.04,4.02
23543,Student,39859.07,2.17
23544,Mortgage,31642.18,4.89
23545,Personal,15168.16,2.98
23546,Auto,22357.33,3.36
23547,Student,29842.32,4.78
23548,Student,40729.07,3.67
23549,Mortgage,45321.87,4.59
23550,Personal,29885.42,4.6
23551,Personal,6923.99,1.9
23552,Mortgage,30181.06,4.46
23553,Auto,33018.11,1.01
23554,Auto,11016.73,1.93
23555,Mortgage,9979.78,4.31
23556,Student,31653.52,3.44
23557,Student,17820.95,4.37
23558,Mortgage,39557.0,4.18
23559,Personal,17670.54,3.35
23560,Auto,12152.88,3.5
23561,Mortgage,14113.49,5.5
23562,Auto,22990.57,4.73
23563,Student,16992.13,2.37
23564,Student,9806.01,2.23
23565,Personal,11213.45,2.51
23566,Personal,5962.28,3.43
23567,Student,44139.52,1.63
23568,Auto,43101.19,2.17
23569,Mortgage,16353.12,3.18
23570,Auto,31129.78,4.94
23571,Student,45287.52,2.76
23572,Auto,12357.94,4.3
23573,Personal,1272.14,4.9
23574,Student,16174.8,4.2
23575,Personal,41141.96,3.88
23576,Mortgage,5063.54,3.97
23577,Student,40683.4,2.01
23578,Auto,36880.33,1.16
23579,Personal,4630.94,1.83
23580,Mortgage,41632.32,3.53
23581,Personal,33269.91,3.01
23582,Auto,36415.11,3.35
23583,Student,47518.67,2.7
23584,Mortgage,38117.07,5.98
23585,Personal,40430.67,2.16
23586,Auto,5189.23,2.9
23587,Personal,41339.66,3.98
23588,Mortgage,16919.83,5.5
23589,Mortgage,20568.83,3.97
23590,Student,33488.06,4.02
23591,Mortgage,32614.38,3.14
23592,Student,35795.1,4.5
23593,Student,47304.48,1.78
23594,Mortgage,44189.79,5.47
23595,Mortgage,17232.09,3.1
23596,Auto,10006.44,3.19
23597,Student,32157.64,2.68
23598,Student,45126.19,1.51
23599,Personal,23252.66,2.53
23600,Personal,49195.83,4.9
23601,Auto,35273.7,4.61
23602,Student,28236.22,3.19
23603,Personal,41695.42,1.5
23604,Personal,19406.71,1.84
23605,Mortgage,20133.23,3.64
23606,Student,42208.14,2.18
23607,Mortgage,39763.58,5.39
23608,Mortgage,4128.63,3.1
23609,Student,1217.07,4.91
23610,Student,25375.93,2.54
23611,Personal,1079.75,1.07
23612,Auto,42517.59,4.8
23613,Mortgage,7305.18,4.68
23614,Mortgage,37132.84,3.73
23615,Personal,16376.0,1.87
23616,Personal,1870.26,1.52
23617,Student,35990.19,3.92
23618,Mortgage,19334.94,5.74
23619,Auto,34751.03,2.89
23620,Personal,37975.17,3.65
23621,Student,2994.29,3.91
23622,Student,5778.13,1.36
23623,Student,21612.92,2.44
23624,Personal,20724.04,3.28
23625,Mortgage,12759.17,4.36
23626,Student,47607.16,4.68
23627,Student,20900.37,2.53
23628,Student,4831.37,2.2
23629,Student,22719.01,4.84
23630,Personal,25505.41,2.35
23631,Mortgage,21150.84,5.85
23632,Auto,35394.27,1.97
23633,Personal,23996.26,1.5
23634,Mortgage,43782.53,5.44
23635,Mortgage,40455.47,5.96
23636,Mortgage,13162.59,3.13
23637,Auto,18760.83,4.88
23638,Personal,16433.47,4.11
23639,Auto,32675.64,3.04
23640,Auto,28525.24,3.41
23641,Student,26308.74,3.64
23642,Personal,43821.42,3.8
23643,Auto,33577.77,3.09
23644,Student,4783.66,3.99
23645,Personal,42272.18,3.32
23646,Auto,1596.98,1.58
23647,Auto,14588.3,4.68
23648,Personal,9521.45,3.28
23649,Mortgage,3913.53,5.82
23650,Personal,43228.28,2.37
23651,Personal,35824.63,3.39
23652,Student,2427.09,3.48
23653,Student,1975.18,3.48
23654,Auto,44210.98,2.07
23655,Personal,3283.86,4.5
23656,Auto,1327.14,2.3
23657,Personal,18591.69,3.5
23658,Auto,49575.33,1.51
23659,Auto,1295.25,4.92
23660,Mortgage,10675.86,5.13
23661,Personal,26797.21,2.87
23662,Personal,15493.92,1.7
23663,Personal,30019.2,1.05
23664,Student,8507.86,4.13
23665,Mortgage,41818.9,3.47
23666,Student,20442.01,2.3
23667,Auto,45898.75,1.44
23668,Student,43650.27,3.69
23669,Personal,3383.94,3.98
23670,Personal,48415.47,1.97
23671,Personal,14561.44,2.46
23672,Personal,24630.14,1.87
23673,Personal,35413.5,2.63
23674,Student,18894.47,3.26
23675,Auto,40470.79,3.0
23676,Personal,42957.24,2.26
23677,Mortgage,9821.73,4.85
23678,Student,18704.04,1.44
23679,Mortgage,21734.65,3.57
23680,Auto,8512.0,4.6
23681,Auto,8285.38,3.78
23682,Personal,1071.94,1.64
23683,Personal,36268.04,3.69
23684,Personal,45526.88,3.55
23685,Auto,28292.2,3.18
23686,Mortgage,49851.88,3.27
23687,Student,38944.99,4.68
23688,Student,30569.07,2.35
23689,Mortgage,20832.69,3.1
23690,Mortgage,27290.25,4.89
23691,Student,4010.83,2.12
23692,Mortgage,45563.15,4.94
23693,Auto,43461.08,1.74
